Age,DistanceFromHome,MonthlyIncome,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,JobRole,OverTime,WorkLifeBalance,Attrition
1415,33,1,2008,1,2,1,1,0,Research & Development,Medium,Medium,High,Laboratory Technician,No,Good,0
1416,38,1,4440,16,3,15,13,8,Sales,Very High,High,Medium,Sales Executive,No,Better,0
1417,31,2,3067,3,1,2,2,2,Sales,Low,High,High,Sales Representative,No,Better,0
1418,38,6,5321,10,1,8,3,7,Research & Development,Low,Medium,High,Manufacturing Director,No,Better,0
1419,42,18,5410,9,3,4,3,2,Research & Development,Very High,High,Low,Research Scientist,Yes,Good,0
1420,41,1,2782,12,3,5,3,0,Research & Development,Very High,High,Very High,Research Scientist,No,Better,0
1421,47,1,11957,14,3,13,8,12,Research & Development,High,High,Medium,Research Director,No,Bad,0
1422,35,11,2660,5,3,2,2,2,Research & Development,Very High,High,High,Laboratory Technician,Yes,Better,0
1423,22,1,3375,4,2,3,2,2,Research & Development,Very High,High,High,Research Scientist,No,Best,0
1424,35,9,5098,10,5,10,7,8,Research & Development,Medium,High,High,Research Scientist,No,Better,0
1425,33,15,4878,10,6,9,7,1,Research & Development,Medium,High,Very High,Healthcare Representative,Yes,Better,0
1426,32,29,2837,6,3,6,2,1,Research & Development,High,Medium,Medium,Laboratory Technician,No,Better,0
1427,40,1,2406,8,3,1,0,0,Research & Development,Low,High,Very High,Laboratory Technician,No,Good,0
1428,32,1,2269,3,2,2,2,2,Sales,Medium,Medium,Medium,Sales Representative,No,Better,0
1429,39,24,4108,18,2,7,7,7,Research & Development,Low,High,Very High,Research Scientist,No,Better,0
1430,38,10,13206,20,3,18,16,11,Research & Development,Medium,Low,High,Research Director,No,Better,0
1431,32,1,10422,14,3,14,10,7,Sales,High,High,Very High,Sales Executive,No,Better,0
1432,37,10,13744,16,2,16,11,8,Research & Development,High,Very High,Very High,Research Director,Yes,Better,0
1433,25,8,4907,6,3,5,3,4,Sales,Low,High,High,Sales Executive,Yes,Good,0
1434,52,29,3482,16,3,9,8,0,Sales,Low,High,Very High,Sales Representative,No,Good,0
1435,44,1,2436,6,2,4,3,2,Research & Development,Medium,High,Very High,Research Scientist,Yes,Better,0
1436,21,5,2380,2,6,2,2,2,Sales,High,High,Low,Sales Representative,Yes,Better,0
1437,39,9,19431,21,3,6,0,3,Research & Development,Very High,High,Very High,Manager,No,Good,0
1438,23,9,1790,1,3,1,0,0,Sales,Very High,High,Low,Sales Representative,No,Good,1
1439,36,3,7644,10,2,9,7,4,Sales,Low,Medium,Very High,Sales Executive,No,Better,0
1440,36,4,5131,18,3,4,2,2,Research & Development,Very High,High,Medium,Manufacturing Director,No,Better,0
1441,56,1,6306,13,2,13,12,9,Research & Development,High,High,High,Healthcare Representative,No,Good,0
1442,29,1,4787,4,3,2,2,2,Research & Development,Low,High,Very High,Research Scientist,Yes,Best,1
1443,42,2,18880,24,2,22,6,14,Research & Development,Low,High,High,Manager,No,Good,0
1444,56,7,2339,14,4,10,9,8,Research & Development,Very High,High,High,Laboratory Technician,No,Bad,1
1445,41,28,13570,21,3,20,7,10,Research & Development,Low,Medium,Medium,Manufacturing Director,No,Better,0
1446,34,28,6712,8,2,8,7,7,Sales,Very High,Medium,High,Sales Executive,No,Better,0
1447,36,15,5406,15,4,15,12,11,Sales,Very High,Low,Very High,Sales Executive,No,Good,0
1448,41,3,8938,14,5,5,4,4,Sales,High,Medium,Medium,Sales Executive,No,Better,0
1449,32,2,2439,4,4,4,2,2,Research & Development,Very High,High,Low,Research Scientist,No,Better,0
1450,35,26,8837,9,2,9,0,7,Human Resources,High,High,Very High,Human Resources,Yes,Better,0
1451,38,10,5343,10,1,10,7,9,Sales,Low,High,Very High,Sales Executive,No,Better,0
1452,50,1,6728,12,3,6,3,1,Sales,Medium,High,High,Sales Executive,No,Better,1
1453,36,11,6652,8,2,6,3,0,Sales,Medium,Medium,Very High,Sales Executive,No,Good,0
1454,45,20,4850,8,3,5,3,1,Sales,Very High,High,High,Sales Executive,No,Better,0
1455,40,2,2809,8,2,2,2,2,Research & Development,High,Medium,High,Research Scientist,No,Better,0
1456,35,18,5689,10,2,10,2,2,Research & Development,High,High,High,Healthcare Representative,Yes,Best,0
1457,40,2,2001,20,2,5,3,2,Research & Development,High,High,High,Research Scientist,No,Better,0
1458,35,1,2977,4,5,4,3,1,Research & Development,High,Low,Very High,Research Scientist,No,Better,0
1459,29,13,4025,10,2,4,3,3,Research & Development,Very High,Medium,Medium,Laboratory Technician,Yes,Better,0
1460,29,28,3785,5,3,5,4,4,Research & Development,Very High,Medium,Low,Research Scientist,No,Bad,0
1461,50,28,10854,20,3,3,2,0,Sales,Very High,Medium,Low,Sales Executive,Yes,Better,1
1462,39,24,12031,21,2,20,9,6,Sales,Medium,Medium,Very High,Sales Executive,No,Good,0
1463,31,5,9936,10,2,9,4,7,Research & Development,Medium,High,Low,Manufacturing Director,No,Better,0
1464,26,5,2966,5,2,4,2,0,Sales,Very High,Medium,High,Sales Representative,No,Better,0
1465,36,23,2571,17,3,5,2,3,Research & Development,High,Very High,Very High,Laboratory Technician,No,Better,0
1466,39,6,9991,9,5,7,7,7,Research & Development,Very High,Medium,Low,Healthcare Representative,No,Better,0
1467,27,4,6142,6,0,6,2,3,Research & Development,Medium,Very High,Medium,Manufacturing Director,Yes,Better,0
1468,49,2,5390,17,3,9,6,8,Sales,Very High,Medium,Medium,Sales Executive,No,Good,0
1469,34,8,4404,6,3,4,3,2,Research & Development,Medium,Very High,High,Laboratory Technician,No,Best,0
